Place,Category,SubCategory,Year,Amount
Lugo,PATRIMONY,Theft,2017,1772
Lugo,PATRIMONY,Theft,2016,1847
Lugo,PATRIMONY,Theft,2015,1946
Lugo,PATRIMONY,Theft,2014,2012
Lugo,PATRIMONY,Theft,2013,2079
Lugo,PATRIMONY,Theft,2012,2116
Lugo,PATRIMONY,Theft,2011,1949
Lugo,PATRIMONY,Theft,2010,1792
Lugo,PATRIMONY,Theft,2021,1203
Madrid,PATRIMONY,Theft,2022,132920
Madrid,PATRIMONY,Theft,2020,92213
Madrid,PATRIMONY,Theft,2019,154169
Madrid,PATRIMONY,Theft,2018,152704
Madrid,PATRIMONY,Theft,2017,156329
Madrid,PATRIMONY,Theft,2016,150409
Madrid,PATRIMONY,Theft,2015,144569
Madrid,PATRIMONY,Theft,2014,145386
Madrid,PATRIMONY,Theft,2013,151459
Madrid,PATRIMONY,Theft,2012,152503
Madrid,PATRIMONY,Theft,2011,153109
Madrid,PATRIMONY,Theft,2010,156514
Madrid,PATRIMONY,Theft,2021,108778
Málaga,PATRIMONY,Theft,2022,25167
Málaga,PATRIMONY,Theft,2020,15265
Málaga,PATRIMONY,Theft,2019,24513
Málaga,PATRIMONY,Theft,2018,25261
Málaga,PATRIMONY,Theft,2017,27114
Málaga,PATRIMONY,Theft,2016,29458
Málaga,PATRIMONY,Theft,2015,28750
Málaga,PATRIMONY,Theft,2014,28416
Málaga,PATRIMONY,Theft,2013,34000
Málaga,PATRIMONY,Theft,2012,37676
Málaga,PATRIMONY,Theft,2011,39053
Málaga,PATRIMONY,Theft,2010,41412
Málaga,PATRIMONY,Theft,2021,18720
Melilla,PATRIMONY,Theft,2022,732
Melilla,PATRIMONY,Theft,2020,778
Melilla,PATRIMONY,Theft,2019,1202
Melilla,PATRIMONY,Theft,2018,1237
Melilla,PATRIMONY,Theft,2017,1154
Melilla,PATRIMONY,Theft,2016,1312
Melilla,PATRIMONY,Theft,2015,1328
Melilla,PATRIMONY,Theft,2014,1116
Melilla,PATRIMONY,Theft,2013,1192
Melilla,PATRIMONY,Theft,2012,1250
Melilla,PATRIMONY,Theft,2011,1181
Melilla,PATRIMONY,Theft,2010,1043
Melilla,PATRIMONY,Theft,2021,576
Murcia,PATRIMONY,Theft,2022,15475
Murcia,PATRIMONY,Theft,2020,9925
Murcia,PATRIMONY,Theft,2019,15138
Murcia,PATRIMONY,Theft,2018,14888
Murcia,PATRIMONY,Theft,2017,15261
Murcia,PATRIMONY,Theft,2016,15735
Murcia,PATRIMONY,Theft,2015,16697
Murcia,PATRIMONY,Theft,2014,15551
Murcia,PATRIMONY,Theft,2013,17166
Murcia,PATRIMONY,Theft,2012,17034
Murcia,PATRIMONY,Theft,2011,16390
Murcia,PATRIMONY,Theft,2010,16128
Murcia,PATRIMONY,Theft,2021,11925
Navarra,PATRIMONY,Theft,2022,8108
Navarra,PATRIMONY,Theft,2020,4469
Navarra,PATRIMONY,Theft,2019,8538
Navarra,PATRIMONY,Theft,2018,7741
Navarra,PATRIMONY,Theft,2017,7572
Navarra,PATRIMONY,Theft,2016,8259
Navarra,PATRIMONY,Theft,2015,7845
Navarra,PATRIMONY,Theft,2014,8954
Navarra,PATRIMONY,Theft,2013,8231
Navarra,PATRIMONY,Theft,2012,6661
Navarra,PATRIMONY,Theft,2011,6124
Navarra,PATRIMONY,Theft,2010,5834
Navarra,PATRIMONY,Theft,2021,5523
Ourense,PATRIMONY,Theft,2022,1742
Ourense,PATRIMONY,Theft,2020,1146
Ourense,PATRIMONY,Theft,2019,1735
Ourense,PATRIMONY,Theft,2018,1650
Ourense,PATRIMONY,Theft,2017,1905
Ourense,PATRIMONY,Theft,2016,2078
Ourense,PATRIMONY,Theft,2015,2217
Ourense,PATRIMONY,Theft,2014,2664
Ourense,PATRIMONY,Theft,2013,2932
Ourense,PATRIMONY,Theft,2012,2516
Ourense,PATRIMONY,Theft,2011,1968
Ourense,PATRIMONY,Theft,2010,1782
Ourense,PATRIMONY,Theft,2021,1244
Palencia,PATRIMONY,Theft,2022,761
Palencia,PATRIMONY,Theft,2020,532
Palencia,PATRIMONY,Theft,2019,875
Palencia,PATRIMONY,Theft,2018,851
Palencia,PATRIMONY,Theft,2017,957
Palencia,PATRIMONY,Theft,2016,978
Palencia,PATRIMONY,Theft,2015,1145
Palencia,PATRIMONY,Theft,2014,1288
Palencia,PATRIMONY,Theft,2013,1404
Palencia,PATRIMONY,Theft,2012,1387
Palencia,PATRIMONY,Theft,2011,1346
Palencia,PATRIMONY,Theft,2010,1397
Palencia,PATRIMONY,Theft,2021,667
Palmas (Las),PATRIMONY,Theft,2022,11697
Palmas (Las),PATRIMONY,Theft,2020,8912
Palmas (Las),PATRIMONY,Theft,2019,12971
Palmas (Las),PATRIMONY,Theft,2018,13345
Palmas (Las),PATRIMONY,Theft,2017,14328
Palmas (Las),PATRIMONY,Theft,2016,14821
Palmas (Las),PATRIMONY,Theft,2015,14955
Palmas (Las),PATRIMONY,Theft,2014,15499
Palmas (Las),PATRIMONY,Theft,2013,16711
Palmas (Las),PATRIMONY,Theft,2012,16351
Palmas (Las),PATRIMONY,Theft,2011,16183
Palmas (Las),PATRIMONY,Theft,2010,14089
Palmas (Las),PATRIMONY,Theft,2021,9417
Pontevedra,PATRIMONY,Theft,2022,6694
Pontevedra,PATRIMONY,Theft,2020,4188
Pontevedra,PATRIMONY,Theft,2019,6524
Pontevedra,PATRIMONY,Theft,2018,7182
Pontevedra,PATRIMONY,Theft,2017,7414
Pontevedra,PATRIMONY,Theft,2016,7816
Pontevedra,PATRIMONY,Theft,2015,7998
Pontevedra,PATRIMONY,Theft,2014,8627
Pontevedra,PATRIMONY,Theft,2013,9239
Pontevedra,PATRIMONY,Theft,2012,8862
Pontevedra,PATRIMONY,Theft,2011,8423
Pontevedra,PATRIMONY,Theft,2010,7963
Pontevedra,PATRIMONY,Theft,2021,4749
Rioja (La),PATRIMONY,Theft,2022,2743
Rioja (La),PATRIMONY,Theft,2020,1475
Rioja (La),PATRIMONY,Theft,2019,2415
Rioja (La),PATRIMONY,Theft,2018,2366
Rioja (La),PATRIMONY,Theft,2017,2563
Rioja (La),PATRIMONY,Theft,2016,2791
Rioja (La),PATRIMONY,Theft,2015,2877
Rioja (La),PATRIMONY,Theft,2014,2725
Rioja (La),PATRIMONY,Theft,2013,2943
Rioja (La),PATRIMONY,Theft,2012,3144
Rioja (La),PATRIMONY,Theft,2011,2855
Rioja (La),PATRIMONY,Theft,2010,2668
Rioja (La),PATRIMONY,Theft,2021,1789
Salamanca,PATRIMONY,Theft,2022,2840
Salamanca,PATRIMONY,Theft,2020,1826
Salamanca,PATRIMONY,Theft,2019,3263
Salamanca,PATRIMONY,Theft,2018,3418
Salamanca,PATRIMONY,Theft,2017,3577
Salamanca,PATRIMONY,Theft,2016,4086
Salamanca,PATRIMONY,Theft,2015,4046
Salamanca,PATRIMONY,Theft,2014,3027
Salamanca,PATRIMONY,Theft,2013,3629
Salamanca,PATRIMONY,Theft,2012,3967
Salamanca,PATRIMONY,Theft,2011,3777
Salamanca,PATRIMONY,Theft,2010,4326
Salamanca,PATRIMONY,Theft,2021,2303
Tenerife,PATRIMONY,Theft,2022,11899
Tenerife,PATRIMONY,Theft,2020,7771
Tenerife,PATRIMONY,Theft,2019,13151
Tenerife,PATRIMONY,Theft,2018,13884
Tenerife,PATRIMONY,Theft,2017,15799
Tenerife,PATRIMONY,Theft,2016,16150
Tenerife,PATRIMONY,Theft,2015,15287
Tenerife,PATRIMONY,Theft,2014,15159
Tenerife,PATRIMONY,Theft,2013,15808
Tenerife,PATRIMONY,Theft,2012,16103
Tenerife,PATRIMONY,Theft,2011,15642
Tenerife,PATRIMONY,Theft,2010,15018
Tenerife,PATRIMONY,Theft,2021,7727
Segovia,PATRIMONY,Theft,2022,949
Segovia,PATRIMONY,Theft,2020,583
Segovia,PATRIMONY,Theft,2019,874
Segovia,PATRIMONY,Theft,2018,881
Segovia,PATRIMONY,Theft,2017,918
Segovia,PATRIMONY,Theft,2016,937
Segovia,PATRIMONY,Theft,2015,1171
Segovia,PATRIMONY,Theft,2014,1291
Segovia,PATRIMONY,Theft,2013,1413
Segovia,PATRIMONY,Theft,2012,1574
Segovia,PATRIMONY,Theft,2011,1495
Segovia,PATRIMONY,Theft,2010,1484
Segovia,PATRIMONY,Theft,2021,736
Sevilla,PATRIMONY,Theft,2022,24400
Sevilla,PATRIMONY,Theft,2020,16081
Sevilla,PATRIMONY,Theft,2019,26352
Sevilla,PATRIMONY,Theft,2018,24749
Sevilla,PATRIMONY,Theft,2017,27108
Sevilla,PATRIMONY,Theft,2016,27641
Sevilla,PATRIMONY,Theft,2015,28166
Sevilla,PATRIMONY,Theft,2014,30380
Sevilla,PATRIMONY,Theft,2013,32422
Sevilla,PATRIMONY,Theft,2012,32683
Sevilla,PATRIMONY,Theft,2011,33328
Sevilla,PATRIMONY,Theft,2010,33332
Sevilla,PATRIMONY,Theft,2021,18880
Soria,PATRIMONY,Theft,2022,515
Soria,PATRIMONY,Theft,2020,269
Soria,PATRIMONY,Theft,2019,515
Soria,PATRIMONY,Theft,2018,460
Soria,PATRIMONY,Theft,2017,586
Soria,PATRIMONY,Theft,2016,548
Soria,PATRIMONY,Theft,2015,649
Soria,PATRIMONY,Theft,2014,671
Soria,PATRIMONY,Theft,2013,751
Soria,PATRIMONY,Theft,2012,818
Soria,PATRIMONY,Theft,2011,829
Soria,PATRIMONY,Theft,2010,775
Soria,PATRIMONY,Theft,2021,341
Tarragona,PATRIMONY,Theft,2022,10196
Tarragona,PATRIMONY,Theft,2020,6717
Tarragona,PATRIMONY,Theft,2019,9382
Tarragona,PATRIMONY,Theft,2018,9761
Tarragona,PATRIMONY,Theft,2017,9918
Tarragona,PATRIMONY,Theft,2016,10085
Tarragona,PATRIMONY,Theft,2015,11180
Tarragona,PATRIMONY,Theft,2014,11479
Tarragona,PATRIMONY,Theft,2013,11757
Tarragona,PATRIMONY,Theft,2012,12724
Tarragona,PATRIMONY,Theft,2011,12718
Tarragona,PATRIMONY,Theft,2010,12849
Tarragona,PATRIMONY,Theft,2021,7648
Teruel,PATRIMONY,Theft,2022,413
Teruel,PATRIMONY,Theft,2020,263
Teruel,PATRIMONY,Theft,2019,508
Teruel,PATRIMONY,Theft,2018,461
Teruel,PATRIMONY,Theft,2017,499
Teruel,PATRIMONY,Theft,2016,578
Teruel,PATRIMONY,Theft,2015,542
Teruel,PATRIMONY,Theft,2014,740
Teruel,PATRIMONY,Theft,2013,833
Teruel,PATRIMONY,Theft,2012,862
Teruel,PATRIMONY,Theft,2011,817
Teruel,PATRIMONY,Theft,2010,783
Teruel,PATRIMONY,Theft,2021,362
Toledo,PATRIMONY,Theft,2022,4833
Toledo,PATRIMONY,Theft,2020,3402
Toledo,PATRIMONY,Theft,2019,4718
Toledo,PATRIMONY,Theft,2018,4770
Toledo,PATRIMONY,Theft,2017,4864
Toledo,PATRIMONY,Theft,2016,5147
Toledo,PATRIMONY,Theft,2015,5384
Toledo,PATRIMONY,Theft,2014,5734
Toledo,PATRIMONY,Theft,2013,6144
Toledo,PATRIMONY,Theft,2012,6043
Toledo,PATRIMONY,Theft,2011,5792
Toledo,PATRIMONY,Theft,2010,5420
Toledo,PATRIMONY,Theft,2021,3756
Valencia,PATRIMONY,Theft,2022,40680
Valencia,PATRIMONY,Theft,2020,24012
Valencia,PATRIMONY,Theft,2019,35941
Valencia,PATRIMONY,Theft,2018,37129
Valencia,PATRIMONY,Theft,2017,37163
Valencia,PATRIMONY,Theft,2016,38325
Valencia,PATRIMONY,Theft,2015,39025
Valencia,PATRIMONY,Theft,2014,39728
Valencia,PATRIMONY,Theft,2013,42884
Valencia,PATRIMONY,Theft,2012,44556
Valencia,PATRIMONY,Theft,2011,44830
Valencia,PATRIMONY,Theft,2010,44641
Valencia,PATRIMONY,Theft,2021,34443
Valladolid,PATRIMONY,Theft,2022,4145
Valladolid,PATRIMONY,Theft,2020,2789
Valladolid,PATRIMONY,Theft,2019,4650
Valladolid,PATRIMONY,Theft,2018,4971
Valladolid,PATRIMONY,Theft,2017,5356
Valladolid,PATRIMONY,Theft,2016,5582
Valladolid,PATRIMONY,Theft,2015,6305
Valladolid,PATRIMONY,Theft,2014,7118
Valladolid,PATRIMONY,Theft,2013,7844
Valladolid,PATRIMONY,Theft,2012,7621
Valladolid,PATRIMONY,Theft,2011,7354
Valladolid,PATRIMONY,Theft,2010,7937
Valladolid,PATRIMONY,Theft,2021,3409
Zamora,PATRIMONY,Theft,2022,1081
Zamora,PATRIMONY,Theft,2020,698
Zamora,PATRIMONY,Theft,2019,1098
Zamora,PATRIMONY,Theft,2018,1031
Zamora,PATRIMONY,Theft,2017,1219
Zamora,PATRIMONY,Theft,2016,1252
Zamora,PATRIMONY,Theft,2015,1347
Zamora,PATRIMONY,Theft,2014,1240
Zamora,PATRIMONY,Theft,2013,1459
Zamora,PATRIMONY,Theft,2012,1529
Zamora,PATRIMONY,Theft,2011,1312
Zamora,PATRIMONY,Theft,2010,1090
Zamora,PATRIMONY,Theft,2021,826
Zaragoza,PATRIMONY,Theft,2022,8929
Zaragoza,PATRIMONY,Theft,2020,5765
Zaragoza,PATRIMONY,Theft,2019,8985
Zaragoza,PATRIMONY,Theft,2018,9143
Zaragoza,PATRIMONY,Theft,2017,9273
Zaragoza,PATRIMONY,Theft,2016,10069
Zaragoza,PATRIMONY,Theft,2015,10219
Zaragoza,PATRIMONY,Theft,2014,10422
Zaragoza,PATRIMONY,Theft,2013,11486
Zaragoza,PATRIMONY,Theft,2012,13740
Zaragoza,PATRIMONY,Theft,2011,14716
Zaragoza,PATRIMONY,Theft,2010,14860
Zaragoza,PATRIMONY,Theft,2021,7663
Albacete,PATRIMONY,Vehicle Theft,2021,97
Albacete,PATRIMONY,Vehicle Theft,2022,135
Albacete,PATRIMONY,Vehicle Theft,2020,74
Albacete,PATRIMONY,Vehicle Theft,2019,94
Albacete,PATRIMONY,Vehicle Theft,2018,99
Albacete,PATRIMONY,Vehicle Theft,2017,122
Albacete,PATRIMONY,Vehicle Theft,2016,206
Albacete,PATRIMONY,Vehicle Theft,2015,168
Albacete,PATRIMONY,Vehicle Theft,2014,221
Albacete,PATRIMONY,Vehicle Theft,2013,173
Albacete,PATRIMONY,Vehicle Theft,2012,214
Albacete,PATRIMONY,Vehicle Theft,2011,289
Albacete,PATRIMONY,Vehicle Theft,2010,295
Alicante,PATRIMONY,Vehicle Theft,2021,969
Alicante,PATRIMONY,Vehicle Theft,2022,1181
Alicante,PATRIMONY,Vehicle Theft,2020,996
Alicante,PATRIMONY,Vehicle Theft,2019,1350
Alicante,PATRIMONY,Vehicle Theft,2018,1281
Alicante,PATRIMONY,Vehicle Theft,2017,1667
Alicante,PATRIMONY,Vehicle Theft,2016,2041
Alicante,PATRIMONY,Vehicle Theft,2015,2045
Alicante,PATRIMONY,Vehicle Theft,2014,2145
Alicante,PATRIMONY,Vehicle Theft,2013,2240
Alicante,PATRIMONY,Vehicle Theft,2012,2840
Alicante,PATRIMONY,Vehicle Theft,2011,3299
Alicante,PATRIMONY,Vehicle Theft,2010,3474
Almería,PATRIMONY,Vehicle Theft,2021,294
Almería,PATRIMONY,Vehicle Theft,2022,312
Almería,PATRIMONY,Vehicle Theft,2020,241
Almería,PATRIMONY,Vehicle Theft,2019,368
Almería,PATRIMONY,Vehicle Theft,2018,362
Almería,PATRIMONY,Vehicle Theft,2017,510
Almería,PATRIMONY,Vehicle Theft,2016,659
Almería,PATRIMONY,Vehicle Theft,2015,702
Almería,PATRIMONY,Vehicle Theft,2014,636
Almería,PATRIMONY,Vehicle Theft,2013,696
Almería,PATRIMONY,Vehicle Theft,2012,893
Almería,PATRIMONY,Vehicle Theft,2011,852
Almería,PATRIMONY,Vehicle Theft,2010,1178
Araba,PATRIMONY,Vehicle Theft,2021,65
Araba,PATRIMONY,Vehicle Theft,2022,56
Araba,PATRIMONY,Vehicle Theft,2020,47
Araba,PATRIMONY,Vehicle Theft,2019,70
Araba,PATRIMONY,Vehicle Theft,2018,85
Araba,PATRIMONY,Vehicle Theft,2017,64
Araba,PATRIMONY,Vehicle Theft,2016,104
Araba,PATRIMONY,Vehicle Theft,2015,83
Araba,PATRIMONY,Vehicle Theft,2014,63
Araba,PATRIMONY,Vehicle Theft,2013,75
Araba,PATRIMONY,Vehicle Theft,2012,85
Araba,PATRIMONY,Vehicle Theft,2011,103
Araba,PATRIMONY,Vehicle Theft,2010,110
Asturias,PATRIMONY,Vehicle Theft,2021,259
Asturias,PATRIMONY,Vehicle Theft,2022,239
Asturias,PATRIMONY,Vehicle Theft,2020,289
Asturias,PATRIMONY,Vehicle Theft,2019,224
Asturias,PATRIMONY,Vehicle Theft,2018,211
Asturias,PATRIMONY,Vehicle Theft,2017,394
Asturias,PATRIMONY,Vehicle Theft,2016,371
Asturias,PATRIMONY,Vehicle Theft,2015,449
Asturias,PATRIMONY,Vehicle Theft,2014,484
Asturias,PATRIMONY,Vehicle Theft,2013,451
Asturias,PATRIMONY,Vehicle Theft,2012,480
Asturias,PATRIMONY,Vehicle Theft,2011,664
Asturias,PATRIMONY,Vehicle Theft,2010,665
Ávila,PATRIMONY,Vehicle Theft,2021,17
Ávila,PATRIMONY,Vehicle Theft,2022,13
Ávila,PATRIMONY,Vehicle Theft,2020,21
Ávila,PATRIMONY,Vehicle Theft,2019,32
Ávila,PATRIMONY,Vehicle Theft,2018,44
Ávila,PATRIMONY,Vehicle Theft,2017,31
Ávila,PATRIMONY,Vehicle Theft,2016,35
Ávila,PATRIMONY,Vehicle Theft,2015,40
Ávila,PATRIMONY,Vehicle Theft,2014,50
Ávila,PATRIMONY,Vehicle Theft,2013,66
Ávila,PATRIMONY,Vehicle Theft,2012,54
Ávila,PATRIMONY,Vehicle Theft,2011,66
Ávila,PATRIMONY,Vehicle Theft,2010,72
Badajoz,PATRIMONY,Vehicle Theft,2021,116
Badajoz,PATRIMONY,Vehicle Theft,2022,112
Badajoz,PATRIMONY,Vehicle Theft,2020,113
Badajoz,PATRIMONY,Vehicle Theft,2019,114
Badajoz,PATRIMONY,Vehicle Theft,2018,123
Badajoz,PATRIMONY,Vehicle Theft,2017,248
Badajoz,PATRIMONY,Vehicle Theft,2016,318
Badajoz,PATRIMONY,Vehicle Theft,2015,297
Badajoz,PATRIMONY,Vehicle Theft,2014,278
Badajoz,PATRIMONY,Vehicle Theft,2013,270
Badajoz,PATRIMONY,Vehicle Theft,2012,296
Badajoz,PATRIMONY,Vehicle Theft,2011,405
Badajoz,PATRIMONY,Vehicle Theft,2010,476
Balears,PATRIMONY,Vehicle Theft,2021,1073
Balears,PATRIMONY,Vehicle Theft,2022,1564
Balears,PATRIMONY,Vehicle Theft,2020,1021
Balears,PATRIMONY,Vehicle Theft,2019,1429
Balears,PATRIMONY,Vehicle Theft,2018,1432
Balears,PATRIMONY,Vehicle Theft,2017,1717
Balears,PATRIMONY,Vehicle Theft,2016,1925
Balears,PATRIMONY,Vehicle Theft,2015,1770
Balears,PATRIMONY,Vehicle Theft,2014,1445
Balears,PATRIMONY,Vehicle Theft,2013,1582
Balears,PATRIMONY,Vehicle Theft,2012,1650
Balears,PATRIMONY,Vehicle Theft,2011,1861
Balears,PATRIMONY,Vehicle Theft,2010,1970
Barcelona,PATRIMONY,Vehicle Theft,2021,5074
Barcelona,PATRIMONY,Vehicle Theft,2022,6171
Barcelona,PATRIMONY,Vehicle Theft,2020,5075
Barcelona,PATRIMONY,Vehicle Theft,2019,8393
Barcelona,PATRIMONY,Vehicle Theft,2018,8001
Barcelona,PATRIMONY,Vehicle Theft,2017,7709
Barcelona,PATRIMONY,Vehicle Theft,2016,6862
Barcelona,PATRIMONY,Vehicle Theft,2015,7328
Barcelona,PATRIMONY,Vehicle Theft,2014,7743
Barcelona,PATRIMONY,Vehicle Theft,2013,8885
Barcelona,PATRIMONY,Vehicle Theft,2012,9436
Barcelona,PATRIMONY,Vehicle Theft,2011,9827
Barcelona,PATRIMONY,Vehicle Theft,2010,10066
Bizkaia,PATRIMONY,Vehicle Theft,2021,418
Bizkaia,PATRIMONY,Vehicle Theft,2022,434
Bizkaia,PATRIMONY,Vehicle Theft,2020,403
Bizkaia,PATRIMONY,Vehicle Theft,2019,528
Bizkaia,PATRIMONY,Vehicle Theft,2018,583
Bizkaia,PATRIMONY,Vehicle Theft,2017,569
Bizkaia,PATRIMONY,Vehicle Theft,2016,621
Bizkaia,PATRIMONY,Vehicle Theft,2015,507
Bizkaia,PATRIMONY,Vehicle Theft,2014,370
Bizkaia,PATRIMONY,Vehicle Theft,2013,420
Bizkaia,PATRIMONY,Vehicle Theft,2012,479
Bizkaia,PATRIMONY,Vehicle Theft,2011,520
Bizkaia,PATRIMONY,Vehicle Theft,2010,639
Burgos,PATRIMONY,Vehicle Theft,2021,79
Burgos,PATRIMONY,Vehicle Theft,2022,83
Burgos,PATRIMONY,Vehicle Theft,2020,66
Burgos,PATRIMONY,Vehicle Theft,2019,115
Burgos,PATRIMONY,Vehicle Theft,2018,101
Burgos,PATRIMONY,Vehicle Theft,2017,109
Burgos,PATRIMONY,Vehicle Theft,2016,159
Burgos,PATRIMONY,Vehicle Theft,2015,120
Burgos,PATRIMONY,Vehicle Theft,2014,116
Burgos,PATRIMONY,Vehicle Theft,2013,138
Burgos,PATRIMONY,Vehicle Theft,2012,162
Burgos,PATRIMONY,Vehicle Theft,2011,209
Burgos,PATRIMONY,Vehicle Theft,2010,293
Cáceres,PATRIMONY,Vehicle Theft,2021,36
Cáceres,PATRIMONY,Vehicle Theft,2022,51
Cáceres,PATRIMONY,Vehicle Theft,2020,38
Cáceres,PATRIMONY,Vehicle Theft,2019,30
Cáceres,PATRIMONY,Vehicle Theft,2018,37
Cáceres,PATRIMONY,Vehicle Theft,2017,88
Cáceres,PATRIMONY,Vehicle Theft,2016,98
Cáceres,PATRIMONY,Vehicle Theft,2015,85
Cáceres,PATRIMONY,Vehicle Theft,2014,101
Cáceres,PATRIMONY,Vehicle Theft,2013,132
Cáceres,PATRIMONY,Vehicle Theft,2012,122
Cáceres,PATRIMONY,Vehicle Theft,2011,155
Cáceres,PATRIMONY,Vehicle Theft,2010,134
Cádiz,PATRIMONY,Vehicle Theft,2021,956
Cádiz,PATRIMONY,Vehicle Theft,2022,1103
Cádiz,PATRIMONY,Vehicle Theft,2020,963
Cádiz,PATRIMONY,Vehicle Theft,2019,1309
Cádiz,PATRIMONY,Vehicle Theft,2018,1542
Cádiz,PATRIMONY,Vehicle Theft,2017,1580
Cádiz,PATRIMONY,Vehicle Theft,2016,1681
Cádiz,PATRIMONY,Vehicle Theft,2015,1804
Cádiz,PATRIMONY,Vehicle Theft,2014,1629
Cádiz,PATRIMONY,Vehicle Theft,2013,1516
Cádiz,PATRIMONY,Vehicle Theft,2012,1963
Cádiz,PATRIMONY,Vehicle Theft,2011,2120
Cádiz,PATRIMONY,Vehicle Theft,2010,2414
Cantabria,PATRIMONY,Vehicle Theft,2021,140
Cantabria,PATRIMONY,Vehicle Theft,2022,86
Cantabria,PATRIMONY,Vehicle Theft,2020,100
Cantabria,PATRIMONY,Vehicle Theft,2019,132
Cantabria,PATRIMONY,Vehicle Theft,2018,123
Cantabria,PATRIMONY,Vehicle Theft,2017,207
Cantabria,PATRIMONY,Vehicle Theft,2016,245
Cantabria,PATRIMONY,Vehicle Theft,2015,250
Cantabria,PATRIMONY,Vehicle Theft,2014,245
Cantabria,PATRIMONY,Vehicle Theft,2013,264
Cantabria,PATRIMONY,Vehicle Theft,2012,344
Cantabria,PATRIMONY,Vehicle Theft,2011,330
Cantabria,PATRIMONY,Vehicle Theft,2010,396
Castellón,PATRIMONY,Vehicle Theft,2021,184
Castellón,PATRIMONY,Vehicle Theft,2022,235
Castellón,PATRIMONY,Vehicle Theft,2020,124
Castellón,PATRIMONY,Vehicle Theft,2019,186
Castellón,PATRIMONY,Vehicle Theft,2018,187
Castellón,PATRIMONY,Vehicle Theft,2017,203
Castellón,PATRIMONY,Vehicle Theft,2016,300
Castellón,PATRIMONY,Vehicle Theft,2015,360
Castellón,PATRIMONY,Vehicle Theft,2014,389
Castellón,PATRIMONY,Vehicle Theft,2013,430
Castellón,PATRIMONY,Vehicle Theft,2012,519
Castellón,PATRIMONY,Vehicle Theft,2011,611
Castellón,PATRIMONY,Vehicle Theft,2010,768
Ceuta,PATRIMONY,Vehicle Theft,2021,103
Ceuta,PATRIMONY,Vehicle Theft,2022,107
Ceuta,PATRIMONY,Vehicle Theft,2020,84
Ceuta,PATRIMONY,Vehicle Theft,2019,168
Ceuta,PATRIMONY,Vehicle Theft,2018,247
Ceuta,PATRIMONY,Vehicle Theft,2017,216
Ceuta,PATRIMONY,Vehicle Theft,2016,387
Ceuta,PATRIMONY,Vehicle Theft,2015,350
Ceuta,PATRIMONY,Vehicle Theft,2014,319
Ceuta,PATRIMONY,Vehicle Theft,2013,403
Ceuta,PATRIMONY,Vehicle Theft,2012,653
Ceuta,PATRIMONY,Vehicle Theft,2011,463
Ceuta,PATRIMONY,Vehicle Theft,2010,436
Ciudad Real,PATRIMONY,Vehicle Theft,2021,67
Ciudad Real,PATRIMONY,Vehicle Theft,2022,107
Ciudad Real,PATRIMONY,Vehicle Theft,2020,65
Ciudad Real,PATRIMONY,Vehicle Theft,2019,73
Ciudad Real,PATRIMONY,Vehicle Theft,2018,62
Ciudad Real,PATRIMONY,Vehicle Theft,2017,133
Ciudad Real,PATRIMONY,Vehicle Theft,2016,192
Ciudad Real,PATRIMONY,Vehicle Theft,2015,135
Ciudad Real,PATRIMONY,Vehicle Theft,2014,146
Ciudad Real,PATRIMONY,Vehicle Theft,2013,180
Ciudad Real,PATRIMONY,Vehicle Theft,2012,219
Ciudad Real,PATRIMONY,Vehicle Theft,2011,271
Ciudad Real,PATRIMONY,Vehicle Theft,2010,335
Córdoba,PATRIMONY,Vehicle Theft,2021,183
Córdoba,PATRIMONY,Vehicle Theft,2022,235
Córdoba,PATRIMONY,Vehicle Theft,2020,208
Córdoba,PATRIMONY,Vehicle Theft,2019,288
Córdoba,PATRIMONY,Vehicle Theft,2018,387
Córdoba,PATRIMONY,Vehicle Theft,2017,444
Córdoba,PATRIMONY,Vehicle Theft,2016,425
Córdoba,PATRIMONY,Vehicle Theft,2015,392
Córdoba,PATRIMONY,Vehicle Theft,2014,358
Córdoba,PATRIMONY,Vehicle Theft,2013,460
Córdoba,PATRIMONY,Vehicle Theft,2012,551
Córdoba,PATRIMONY,Vehicle Theft,2011,715
Córdoba,PATRIMONY,Vehicle Theft,2010,692
Coruña (A),PATRIMONY,Vehicle Theft,2021,129
Coruña (A),PATRIMONY,Vehicle Theft,2022,167
Coruña (A),PATRIMONY,Vehicle Theft,2020,131
Coruña (A),PATRIMONY,Vehicle Theft,2019,178
Coruña (A),PATRIMONY,Vehicle Theft,2018,169
Coruña (A),PATRIMONY,Vehicle Theft,2017,353
Coruña (A),PATRIMONY,Vehicle Theft,2016,460
Coruña (A),PATRIMONY,Vehicle Theft,2015,444
Coruña (A),PATRIMONY,Vehicle Theft,2014,494
Coruña (A),PATRIMONY,Vehicle Theft,2013,573
Coruña (A),PATRIMONY,Vehicle Theft,2012,670
Coruña (A),PATRIMONY,Vehicle Theft,2011,657
Coruña (A),PATRIMONY,Vehicle Theft,2010,712
Cuenca,PATRIMONY,Vehicle Theft,2022,31
Cuenca,PATRIMONY,Vehicle Theft,2020,28
Cuenca,PATRIMONY,Vehicle Theft,2019,27
Cuenca,PATRIMONY,Vehicle Theft,2018,38
Cuenca,PATRIMONY,Vehicle Theft,2017,71
Cuenca,PATRIMONY,Vehicle Theft,2016,102
Cuenca,PATRIMONY,Vehicle Theft,2015,80
